idno,univ,year,date,title,count
pu1660,PolyU,2007,2007-11-19,Breakthrough for improving construction safety at height,1
hu1062,HKU,2005,2005-03-17,HKU to award four honorary degrees (Reminder),1
pu2257,PolyU,2012,2012-02-22,PolyU advances Virtual Simulation technology for construction safety,1
cu1165,CUHK,2011,2011-10-27,CUHK Scholarship Recipients Pass on Blessings to Others by Giving Back to the Community ,1
pu1576,PolyU,2009,2009-03-12,PolyU award-winning researches help withstand natural disasters,1
hu0447,HKU,2005,2005-04-07,ECONOMIC GROWTH TO BE STABLE IN 2005 ACCORDING TO HKU APEC STUDY CENTRE,1
pu2606,PolyU,2013,2013-09-01,PolyU expert studies the health effects of using portable electronic devices,1
pu0974,PolyU,2008,2008-04-11,Hong Kong’s Human National Flag on Guinness Record,1
pu0759,PolyU,2007,2007-01-08,900-strong PolyU team walk for charity,1
cu1734,CUHK,2014,2014-01-09,In memory of Prof. Lee Shiu-hung,1
pu2105,PolyU,2011,2011-06-01,PolyU Design Show demonstrates students' flair in design,1
hu0401,HKU,2011,2011-11-10,HKU launches the SERVICE 100 AMBASSADOR scheme,1
cu1795,CUHK,2014,2014-04-15,CUHK Presents 2013 Long Service Awards to 102 Members of Staff Two Awardees Share Unforgettable Experience at CUHK,1
hu0844,HKU,2016,2016-01-05,HKU releases 2016 First Quarter Hong Kong Macroeconomic Forecast,1
hu0921,HKU,2012,2012-12-13,FAMILY Project Cohort Study Findings “3Hs” in Hypertension Control: Act Together to Save Lives Now,1
hu1092,HKU,2005,2005-05-09,"Research Excellence at HKU series: Climate change, social unrest and dynastic transition in ancient China (Press Invitation)",1
cu0886,CUHK,2010,2010-10-18,CUHK United College Distinguished Visiting Scholars Give Psychology Lectures on  the Choice of Words in Shaping Social Policies and Immigration Issues Public Lectures Open for Registration,1
cu1519,CUHK,2013,2013-03-28,CUHK 50th Anniversary Distinguished Lecture World Authority in Contemporary China Studies Prof. Ezra Vogel Speaks on Sino-Japanese Relations,1
pu2567,PolyU,2013,2013-07-15,"PolyU plays host to Cross-strait Conference on Learning, Technology and Human Development",1
cu2106,CUHK,2015,2015-10-23,CUHK Jockey Club Initiative Gaia Forum on 'Design for Sustainability (D4S)' Open for Public Registration,1
hu0099,HKU,2010,2010-11-22,Nobel Laureate Professor Françoise Barré-Sinoussi delivers the second Centenary Distinguished Lecture,1
pu1173,PolyU,2009,2009-06-05,Asia Consciousness Festival probes into mind and body,1
cu1201,CUHK,2011,2011-12-06,CUHK Launches New 2-Year Undergraduate Programmes for Associate Degree/Higher Diploma Holders,1
cu3207,CUHK,2006,2006-03-01,German Ambassador to China Dr. Volker Stanzel Lectures at CUHK,1
hu0301,HKU,2007,2007-10-15,HKU Vice-Chancellor and Professor of Microbiology decorated as Knights of the Légion d'Honneur of France,1
hu0397,HKU,2012,2012-10-25, HKDSE Chinese Language oral examination made easy:  secure the decisive 11% of the total scores in 15 minutes Findings from the research project of Quality Education Fund,1
hu0881,HKU,2011,2011-11-19,HKU Heritage Trails,1
pu0301,PolyU,2004,2004-08-30,Jockey Club Chief Executive meets PolyU students,1
hu1283,HKU,2007,2007-11-22,Dr Lee Shau Kee Donated HK$500M to The University of Hong Kong,1
cu0696,CUHK,2007,2007-02-06,Male Home Smoking Strikingly Increases Spouse’s Risk of Coronary Heart Disease,1
pu2723,PolyU,2014,2014-04-23,PolyU students show prowess in UAV design competition,1
pu2181,PolyU,2011,2011-11-04,Professor John Nash in dialogue with hundreds of students,1
pu2434,PolyU,2013,2013-01-03,PolyU to confer University Fellowship on six distinguished personalities,1
cu3328,CUHK,2005,2005-09-17,CUHK Promotes Community Collaboration to Fight Against Fall and Fracture in Elderly,1
pu1284,PolyU,2005,2005-05-18,Applications for SPEED part-time programmes now open,1
pu1085,PolyU,2008,2008-12-17,PolyU to hold Taught Postgraduate Programmes Info Day,1
cu1697,CUHK,2013,2013-11-27,Survey Findings on Views about Measures of Helping People Form and Raise Families in Hong Kong Released by Hong Kong Institute of Asia-Pacific Studies at CUHK,1
pu0772,PolyU,2007,2007-02-07,PolyU invites non-JUPAS applications for its full-time degree and sub-degree programmes,1
cu1927,CUHK,2014,2014-11-23,"CUHK Wu Yee Sun College Celebrates New Campus Opening Offering College Experience for 1,200 students",1
pu1390,PolyU,2006,2006-04-25,PolyU introduces new Scholarship Schemes for local and non-local students,1
pu1156,PolyU,2009,2009-05-05,PolyU names Maritime Library and Research &amp; Development Centre after shipping magnate Dr Frank Tsao Wen-king,1
cu0788,CUHK,2010,2010-06-03,CUHK continues dialogue with CUSU ,1
cu0900,CUHK,2010,2010-11-15,Breakthroughs by CUHK Boosts Soybean Research Make Cover in Nature Genetics  ,1
pu2455,PolyU,2010,2010-11-26,PolyU honours outstanding staff,1
cu1089,CUHK,2011,2011-07-29,CUHK Centre for Financial Regulation and Economic Development Hosts Inaugural Conference on 'The Renminbi's Changing Status and the Chinese and Hong Kong Financial System(s)' Now Open for Registration ,1
hu1175,HKU,2016,2016-06-21,HKU holds “The 8th International Conference on Marine Pollution and Ecotoxicology” to advance theunderstanding of marine pollution and changes of marine ecosystems ,1
hu0343,HKU,2005,2005-11-03,Joint Research Laboratory established by Harbin Institute of Technology and HKU (in Chinese),1
pu1937,PolyU,2010,2010-07-26,PolyU and GDCIQ join force to nurture talents for food safety industry,1
hu0721,HKU,2010,2010-09-29,The Shaw Prize Lecture on Astronomy,1
pu0613,PolyU,2005,2005-11-20,Greening Hong Kong by PolyU Alumni,1
pu0585,PolyU,2005,2005-09-15,PolyU to host exam for electricians,1
pu1128,PolyU,2009,2009-03-16,PolyU researchers seek to calm noise on the road,1
cu2148,CUHK,2015,2015-12-09,CUHK Dr. Michael R. Lyu conferred ACM Fellowship 2015 ,1
cu0944,CUHK,2011,2011-01-04,Grand Opening of Teaching Hotel and Naming of Cheng Yu Tung Building of CUHK,1
pu1715,PolyU,2006,2006-03-09,Distinguished Pair off to US on Fulbright Scholarships,1
pu2451,PolyU,2013,2013-02-05,PolyU names Digital Factory after Dr Ng Tat-lun,1
cu0626,CUHK,2008,2008-01-23,Siu Lien Ling Wong Visiting Fellow Programme 2007/2008 Chung Chi College The Chinese University of Hong Kong,1
hu0474,HKU,2014,2014-10-10,HKU MBA Programme Ranked No.1 in Asia by The Economist for the 5th Consecutive Year ,1
cu1047,CUHK,2011,2011-06-11,‘Salute to Alumni’ 30th Anniversary Gala Dinner of CUHK Faculty of Medicine,1
cu1901,CUHK,2014,2014-10-16,CUHK Global Internship Programme 2014 Sees Big Increase in Numbers of Countries Worldwide and Internships in Asia Pacific Region,1
cu0930,CUHK,2010,2010-10-27,CUHK to Display Award-winning Intestinal Polyp Image Recognition System at InnoCarnival 2010 ,1
pu6082,PolyU,2015,2015-01-30,Over 310 PolyU staff members honoured for loyal service,1
hu1067,HKU,2003,2003-04-23,HKU to release the Investigation report on human parts discovered at Tseng Kwan O Landfill Site,1
pu2058,PolyU,2011,2011-02-27,PolyU receives support from Manulife for Children's Specific Learning Disabilities Centre,1
hu0863,HKU,2010,2010-06-24,HKU’s Faculty of Business and Econmics Sets Up Entrance Scholarship for JUPAS Applicants,1
cu2254,CUHK,2016,2016-05-04,CUHK Forms Tri-continental Partnership with University of Toronto and Utrecht University for Innovative Solutions on Urban Issues,1
hu0329,HKU,2008,2008-07-09,University-produced TV series airs on BBC WORLD NEWS,1
cu1928,CUHK,2014,2014-11-25,CUHK Launches Pi Centre to Boost Student Entrepreneurship,1
pu1773,PolyU,2005,2005-03-03,New wrist fracture splint assures speedy recovery,1
cu2125,CUHK,2015,2015-11-16,CUHK Statistics PhD Student Wins Best Student Research Paper Award at INFORMS First Winner From Asia Pacific Region,1
cu3786,CUHK,2004,2004-12-07,International Student Assessment Programme,1
pu0707,PolyU,2006,2006-11-10,PolyU scholar honoured for dedication to fire engineering research and education,1
pu2655,PolyU,2013,2013-11-29,PolyU presents Bauhinia Cup Outstanding Entrepreneur Awards,1
cu1538,CUHK,2013,2013-04-18,Autism Prevalence in China Research Collaboration to Explore Whether Autism is Currently Under-diagnosed; Pilot Study Suggests One Per Cent of Chinese Population Has Autism   ,1
pu1747,PolyU,2005,2005-10-17,PolyU takes part in ’973 programme on acid rain,1
cu1619,CUHK,2013,2013-09-09,CUHK to present 50th Anniversary Fair Public Lectures Next Week Professors from Faculties of Science and Education Share Insight and Wisdom Open to the Public,1
cu2043,CUHK,2015,2015-06-23,Dr. Li Dak Sum Donates HK$100 million to CUHK in Support of the Research and Development of Chinese Medicine in Hong Kong ,1
cu2120,CUHK,2015,2015-11-04," ""CUHK  Care"" Service Team members participate in a Beach Cleaning Campaign",1
pu0591,PolyU,2005,2005-09-30,PolyU and Australian Wool Innovation enter into partnership agreement,1
pu1259,PolyU,2009,2009-12-14,PolyU researchers strike double gold in Brussels Innova Fair,1
hu0531,HKU,2011,2011-08-22,HKU Identifies Two DNA Changes Cause Premature Development of Nerve-supporting Cells Conferring Higher Risk to Hirschsprung’s disease,1
cu1370,CUHK,2012,2012-08-20,CUHK Achieves Breakthrough in Unified Remote Sensing Image Fusion Technology Advancing Applications in Environmental and Ecosystem Monitoring ,1
hu0821,HKU,2016,2016-01-07,HKU Law responds to the Law Society of Hong Kong’s proposed Common Entrance Examination,1
cu3435,CUHK,2005,2005-06-17,Simple Dialogic Reading Technique Substantially Improved Children's Vocabulary Development,1
pu1250,PolyU,2009,2009-11-30,PolyU names Centre for Sports Rehabilitation after Dr and Mrs Chan Sui-kau,1
cu0483,CUHK,2008,2008-08-25,Outstanding CUHK Physics and Materials Science and Engineering Students Receive C N Yang Scholarships,1
hu1119,HKU,2005,2005-03-30,NEW ENGLISH WEBSITE TO HELP SECONDARY STUDENTS (Press Release),1
cu0731,CUHK,2007,2007-05-25,CUHK Sports Science and Physical Education Department Releases Survey Results on Childhood Obesity in Hong Kong,1
pu1478,PolyU,2003,2003-09-09,PolyU nurtures entrepreneurial spirit of students,1
cu0799,CUHK,2010,2010-06-28,CUHK Sociology Department Releases Research Findings on Pathological Gambling of Marginal Youths and Students in Hong Kong,1
pu2200,PolyU,2011,2011-11-29,PolyU Knowledge Management Research Centre introduces Knowledge Enterprise Award across the border,1
pu2273,PolyU,2012,2012-04-02,PolyU's Business School ranks 60th in the world,1
pu1662,PolyU,2007,2007-10-23,PolyU received a grant of $10m from the Victor and William Fung Foundation to establish “The Li &amp; Fung China Social Policy Research Fund”,1
pu0364,PolyU,2003,2003-12-18,Imminent Departure of Beagle 2 Lander: PolyU-made space tool approaches Martian surface,1
cu2210,CUHK,2016,2016-03-13,CUHK Lee Woo Sing College Holds Talks on “Jingkun Opera” National Actors Discuss Performance Techniques and its Beauty,1
cu1685,CUHK,2013,2013-11-13,CUHK to Host the Sixth CAE Academicians Visit Programme cum Lecture Series Open for Online Registration,1
hu1206,HKU,2015,2015-10-06,HKU announces 2015 Q4 HK Macroeconomic Forecast,1
pu2281,PolyU,2012,2012-04-23,PolyU expert makes further contribution to China’s lunar exploration programme,1
cu1200,CUHK,2011,2011-12-05,SHKP and CUHK Present Nobel Economist Lecturing on Steps to Limit Global Economic Crises,1
pu0820,PolyU,2007,2007-04-12,PolyU honours eight distinguished graduates at gala ceremony,1
hu1048,HKU,2014,2014-04-01,The 15th President and Vice-Chancellor of the University of Hong Kong Professor Peter Mathieson assumes office (photos),1
pu0310,PolyU,2004,2004-07-16,HKCC to launch Hong Kong’s first Associate Degree in Beauty and Health Therapy with support from Monita Hair and Beauty College,1
cu2105,CUHK,2015,2015-10-23,ExCo Convenor Mr. Lam Woon-kwong Lectures at CUHK Today,1
hu1342,HKU,2014,2014-12-17,HKU Zhejiang Institute of Research and Innovation (HKU-ZIRI) opens in Zhejiang ,1
hu1047,HKU,2009,2009-04-03,University Artists Scheme: New Violin Dimensions – A Multimedia Concert with Yao Jue,1
pu2347,PolyU,2012,2012-09-08,PolyU and Warwick jointly hold 20th Congregation for Integrated Engineering Business Management Programme,1
cu1885,CUHK,2014,2014-09-25,"Students from CUHK, HKU &amp; LU Analyse Financial Tsunami in Lee Shiu Essay Competition",1
cu3542,CUHK,2003,2003-02-07,NIH and CUHK Biochemistry Department jointly offer doctoral training Program in USA,1
hu0532,HKU,2004,2004-02-09,Electronic Commerce Expert to Deliver Public Lecture in HKU,1
cu1583,CUHK,2013,2013-07-02,CUHK Professor Charles K. Kao Scholars Association Launched to Enhance Academic Exchange and Develop Advanced Technology and Innovation,1
hu1015,HKU,2004,2004-12-30,Chair Professor in Computer Science at the University of Texas at Austin to deliver a William Mong Distinguished Lecture at HKU,1
cu1747,CUHK,2014,2014-01-29,CUHK Appoints Prof. Poon Wai-yin as Associate Vice-President,1
cu0904,CUHK,2010,2010-11-10,CUHK Unveils Sun Yat-sen Statue,1
cu3130,CUHK,2006,2006-08-17,CUHK launches a Game Development System Curvair,1
hu1370,HKU,2008,2008-05-04,HKU Geographic Information System (GIS) researcher receives world recognition,1
pu1522,PolyU,2006,2006-01-06,PolyU’s Research Institute responds to report on West Kowloon Cultural District,1
pu1201,PolyU,2009,2009-09-04,PolyU Graduate School of Business Hosts Talk on The Genius of Warren Buffett,1
hu1159,HKU,2011,2011-05-04,Nobel Laureate Professor Elinor Ostrom joins students from secondary schools and HKU in a lunchtime dialogue,1
hu0820,HKU,2015,2015-08-03,HKU Dean of Science Professor Sun Kwok Elected as President of International Astronomical Union (IAU) Commission on Astrobiology,1
pu0917,PolyU,2007,2007-11-11,HKCC grants scholarships to 126 outstanding students,1
cu2174,CUHK,2016,2016-01-25,CUHK Jockey Club Initiative Gaia Holds the ‘Community Green Stations’ Forum,1
hu0501,HKU,2010,2010-12-20,Unveiling of the Statue of Dr. Sun Yat-sen at HKU Strengthens the Centenary Connection between the Father of the Nation and the University,1
pu0935,PolyU,2007,2007-12-07,High achievers of HKCyberU master’s programmes win scholarships,1
pu0788,PolyU,2007,2007-02-27,World’s first Doctoral Programme in Hotel and Tourism Management incorporated unique Asian Wave,1
hu1011,HKU,2010,2010-01-26,Professor Roland T. Chin appointed HKU Deputy Vice-Chancellor /Provost,1
pu1393,PolyU,2006,2006-05-02,PolyU snaps eight top prizes in Geneva's Invention Expo,1
pu0860,PolyU,2007,2007-06-11,Government established $4 Million Maritime Scholarship at PolyU,1
cu1661,CUHK,2013,2013-10-21,Developing Global Business Leaders for the Asian Century CUHK’s EMBA Jumps to No. 13 Worldwide No. 1 Independent EMBA in the Asia-Pacific Again,1
pu2203,PolyU,2011,2011-11-14,PolyU scholar wins Novel Writing Award in Taiwan,1
pu0348,PolyU,2004,2004-02-16,PolyU stages its 2nd Arts Festival,1
hu1426,HKU,2008,2008-04-16,Heritage Buildings to house Environmental Education Centre,1
pu1899,PolyU,2010,2010-06-02,Elite students gear up for Global Student Challenge final,1
cu0925,CUHK,2010,2010-11-03,CUHK Vice-Chancellor Prof. Joseph Sung Leads Delegation to Taiwan First Collaborative Clinical Research Centre with NTU Established ,1
pu1886,PolyU,2010,2010-05-17,PolyU hails further success of mycar,1
pu2676,PolyU,2014,2014-01-22,PolyU honours outstanding staff members,1
pu1630,PolyU,2008,2008-08-25,PolyU scholar leads international commission on geographic information science,1
pu2338,PolyU,2012,2012-08-15,The Pride We Share - PolyU goes all out for the London Olympics!,1
cu2270,CUHK,2016,2016-05-24,CUHK Holds the Conference for Deputy Principals 2016—‘School leadership in a time of upheaval’,1
cu0118,CUHK,2009,2009-11-20,CUHK Ecological School Project Wins Jury Commendation for Innovation  at 2009 UNESCO Heritage Awards,1
